freq,nace_r1,currency,geo\TIME_PERIOD	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 
A,H,EUR,LT	: 	0.74 	1.04 	1.18 	1.52 	1.64 	1.74 	1.70 	1.82 	1.84 	2.09 	2.29 	2.79 	: 
A,H,EUR,LU	: 	11.67 e	12.06 e	12.28 e	12.64 e	13.34 e	14.24 e	14.51 e	15.26 e	15.44 e	16.27 	16.72 	17.25 	17.75 
A,H,EUR,LV	: 	: 	0.99 	0.97 	1.04 	1.32 	1.36 	1.43 	1.47 	1.57 	1.72 	2.12 	2.76 	3.42 
A,H,EUR,MT	: 	: 	: 	: 	: 	: 	: 	6.68 	6.53 	5.85 	6.33 	6.15 	5.94 	: 
A,H,EUR,NL	: 	13.53 	12.67 b	13.22 	13.70 	14.10 	15.58 	16.60 	18.35 	17.83 	17.37 	: 	: 	: 
A,H,EUR,PL	: 	1.84 	2.39 	2.61 	: 	3.00 	3.57 	3.53 	3.20 	3.13 	3.70 	3.95 	4.42 	: 
A,H,EUR,PT	: 	4.72 	4.94 	5.16 	5.50 	5.72 	5.90 	6.20 	6.40 	6.70 	7.10 	7.23 	7.38 	7.63 
A,H,EUR,RO	: 	: 	: 	: 	: 	0.85 	1.01 	1.02 	1.00 	1.15 	1.41 	1.65 	2.15 	: 
A,H,EUR,SE	14.21 	16.42 	16.86 	17.11 	17.93 	18.85 	18.22 	18.93 	19.97 	20.58 	20.69 	20.71 	22.02 	: 
A,H,EUR,SI	7.75 	7.29 	7.33 	7.26 	7.73 	7.41 	7.74 	8.18 	8.43 	8.29 	8.59 	9.12 	9.85 	: 
A,H,EUR,SK	: 	1.47 	1.83 	2.12 	1.91 	2.39 	2.21 	2.25 	2.35 	2.65 	2.65 	3.27 	3.74 	: 
A,H,EUR,UK	: 	8.45 	10.47 	11.84 	12.72 	14.04 	14.38 	14.77 	14.64 	16.27 	12.12 	13.14 	13.98 	: 
A,H,NAC,AT	: 	13.14 	13.22 	12.91 	13.19 	13.39 	12.85 	12.60 	13.11 	13.49 	13.17 	13.19 	13.61 	13.25 
A,H,NAC,BE	: 	: 	: 	: 	: 	14.59 	15.50 	16.41 	16.51 	17.42 	17.63 	18.31 	19.16 	19.93 
A,H,NAC,BG	: 	: 	: 	1.82 e	1.90 e	1.39 	1.46 	1.48 	1.56 	1.70 	1.84 	1.92 	2.25 	: 
A,H,NAC,CH	: 	: 	: 	: 	: 	30.26 	: 	31.79 	: 	32.28 	: 	33.20 	: 	34.52 
A,H,NAC,CY	: 	6.94 	7.38 	7.59 	7.72 	8.00 	8.32 	8.47 	8.97 	9.57 	9.28 	9.40 	9.79 	10.94 
A,H,NAC,CZ	66.13 	60.29 	70.45 	84.45 	86.31 	98.84 	107.60 	107.71 	111.68 	116.04 	120.35 	113.66 	132.48 	: 
A,H,NAC,DE	: 	12.30 	12.76 	12.69 	12.70 	13.00 	13.40 	13.80 	14.00 	13.70 	13.70 	13.80 	13.90 	: 
A,H,NAC,DK	: 	: 	135.24 	141.33 	150.96 	147.40 	158.04 	160.26 	167.30 	171.16 	173.69 	173.19 	185.97 	: 
A,H,NAC,EE	: 	1.18 	1.28 	1.40 	1.26 	1.63 	2.08 	1.97 	2.50 	2.56 	3.08 	3.48 	4.04 	4.82 
A,H,NAC,EL	6.39 	6.64 	6.89 	7.16 	7.43 	7.72 	8.02 	8.33 	8.65 	: 	: 	: 	: 	: 
A,H,NAC,ES	: 	9.79 	9.82 	9.80 	9.86 	9.97 	9.15 	9.54 	9.77 	10.13 	10.38 	10.86 	11.24 	: 
A,H,NAC,FI	: 	: 	: 	: 	: 	14.53 	15.31 	18.06 	18.80 	19.47 	20.23 	20.26 	20.74 	21.58 
A,H,NAC,FR	: 	16.18 	16.48 	16.66 	16.80 	17.33 	17.64 	18.36 	18.60 	19.02 	19.64 	20.33 	20.81 	21.13 
A,H,NAC,HU	: 	321.07 	357.97 	413.08 	478.47 	550.73 	643.05 	767.50 	813.00 	846.00 	906.00 	1019.00 	1074.00 	: 
A,H,NAC,IT	: 	12.78 	13.34 	12.59 	12.80 	12.81 	12.90 	12.88 	12.91 	13.84 	: 	: 	: 	: 
A,H,NAC,LT	: 	3.76 	4.70 	5.27 	6.48 	6.06 	6.24 	5.89 	6.29 	6.37 	7.22 	7.90 	9.63 	: 
A,H,NAC,LU	: 	11.37 e	12.12 e	12.37 e	12.64 e	13.34 e	14.24 e	14.51 e	15.26 e	15.44 e	16.27 	16.72 	17.25 	17.75 
A,H,NAC,LV	: 	: 	0.65 	0.64 	0.65 	0.74 	0.76 	0.83 	0.94 	1.05 	1.20 	1.48 	1.93 	2.41 
A,H,NAC,MT	: 	: 	: 	: 	: 	: 	: 	6.36 	6.48 	5.83 	6.34 	6.15 	5.94 	: 
A,H,NAC,NL	: 	13.14 	12.71 	13.32 	13.70 	14.10 	15.58 	16.60 	18.35 	17.83 	17.37 	: 	: 	: 
A,H,NAC,PL	: 	6.31 	8.88 	10.21 	: 	12.02 	13.12 	13.62 	14.06 	14.15 	14.87 	15.37 	16.71 	: 
A,H,NAC,PT	: 	4.61 	4.89 	5.19 	5.50 	5.72 	5.90 	6.20 	6.40 	6.70 	7.10 	7.23 	7.38 	7.63 
A,H,NAC,RO	: 	: 	: 	: 	: 	1.69 	2.62 	3.18 	3.77 	4.67 	5.10 	5.82 	7.17 	: 
A,H,NAC,SE	132.59 	139.80 	145.86 	152.55 	157.93 	159.16 	168.64 	173.45 	182.22 	187.81 	192.02 	191.67 	203.73 	: 
A,H,NAC,SI	5.01 	5.22 	5.54 	5.63 	6.28 	6.39 	7.04 	7.71 	8.23 	8.27 	8.59 	9.12 	9.85 	: 
A,H,NAC,SK	: 	1.90 	2.31 	2.78 	2.80 	3.38 	3.18 	3.19 	3.24 	3.53 	3.39 	4.05 	4.19 	: 
A,H,NAC,UK	: 	6.88 	7.25 	8.01 	8.38 	8.56 	8.94 	9.29 	10.13 	11.04 	8.29 	8.96 	9.57 	: 
A,H,PPS,AT	: 	12.03 	12.28 	12.18 	12.58 	13.15 	12.26 	12.18 	12.69 	13.06 	12.83 	12.94 	13.27 	12.57 
A,H,PPS,BE	: 	: 	: 	: 	: 	14.31 	15.02 	16.17 	15.50 	16.32 	16.55 	17.00 	17.83 	18.05 
A,H,PPS,BG	: 	: 	: 	2.46 e	2.57 e	1.84 	1.83 	1.86 	1.97 	2.07 	2.17 	2.19 	2.52 	: 
A,H,PPS,CH	: 	: 	: 	: 	: 	13.63 	: 	14.77 	: 	14.85 	: 	15.68 	: 	16.82 
A,H,PPS,CY	: 	7.94 	8.56 	8.80 	8.94 	9.27 	9.51 	9.67 	9.88 	10.55 	10.41 	10.58 	11.14 	12.32 
A,H,PPS,CZ	4.58 	3.99 	4.42 	4.94 	5.04 	5.78 	6.32 	6.13 	6.43 	6.57 	6.94 	6.54 	7.65 	: 
A,H,PPS,DE	: 	11.03 	11.59 	11.59 	11.84 	12.20 	12.53 	12.94 	13.19 	13.08 	13.25 	13.45 	13.67 	: 
A,H,PPS,DK	: 	: 	13.74 	14.56 	15.45 	15.19 	15.69 	16.12 	15.95 	16.48 	16.59 	16.78 	18.18 	: 
A,H,PPS,EE	: 	2.43 	2.51 	2.56 	2.22 	2.84 	3.40 	3.24 	4.03 	4.07 	4.76 	5.08 	5.51 	6.20 
A,H,PPS,EL	8.67 	8.61 	8.67 	8.61 	8.80 	9.22 	9.74 	10.39 	10.07 	: 	: 	: 	: 	: 
A,H,PPS,ES	: 	11.15 	11.33 	11.40 	11.46 	11.73 	10.72 	11.27 	11.06 	11.14 	11.38 	11.83 	12.10 	: 
A,H,PPS,FI	: 	: 	: 	: 	: 	12.02 	12.27 	14.57 	14.85 	15.73 	16.35 	16.51 	17.34 	17.79 
A,H,PPS,FR	: 	13.94 	14.60 	14.95 	15.38 	16.38 	16.95 	17.74 	16.91 	17.30 	18.13 	18.73 	19.26 	18.88 
A,H,PPS,HU	: 	3.73 	3.64 	3.76 	4.02 	4.31 	4.73 	5.50 	5.50 	5.42 	5.76 	6.36 	6.41 	: 
A,H,PPS,IT	: 	12.71 	13.43 	12.80 	13.03 	13.14 	12.93 	12.54 	12.46 	13.19 	: 	: 	: 	: 
A,H,PPS,LT	: 	2.03 	2.40 	2.58 	3.25 	3.12 	3.22 	3.14 	3.48 	3.45 	3.81 	3.99 	4.65 	: 
A,H,PPS,LU	: 	10.70 e	11.31 e	11.78 e	12.29 e	13.15 e	13.75 e	14.21 e	14.78 e	14.98 e	14.56 	15.01 	15.03 	15.11 
A,H,PPS,LV	: 	: 	2.06 	1.97 	1.99 	2.25 	2.30 	2.51 	2.70 	2.80 	3.01 	3.49 	4.14 	4.58 
A,H,PPS,MT	: 	: 	: 	: 	: 	: 	: 	8.96 	9.07 	7.99 	8.67 	8.22 	7.87 	: 
A,H,PPS,NL	: 	12.59 	12.26 	12.94 	13.34 	14.10 	15.13 	16.14 	17.02 	16.80 	16.58 	: 	: 	: 
A,H,PPS,PL	: 	3.64 	4.61 	4.87 	: 	5.18 	5.52 	5.77 	5.87 	5.87 	6.05 	6.32 	7.15 	: 
A,H,PPS,PT	: 	5.68 	5.98 	6.14 	6.60 	6.89 	6.99 	7.18 	7.44 	7.67 	8.34 	8.51 	8.61 	8.67 
A,H,PPS,RO	: 	: 	: 	: 	: 	2.00 	2.41 	2.37 	2.31 	2.66 	2.58 	2.86 	3.37 	: 
A,H,PPS,SE	11.29 	12.17 	12.81 	13.47 	14.19 	14.77 	15.20 	15.55 	16.17 	16.95 	17.36 	17.48 	19.05 	: 
A,H,PPS,SI	10.31 	10.02 	10.13 	9.79 	10.43 	10.17 	10.47 	10.99 	11.06 	10.98 	11.29 	11.90 	12.49 	: 
A,H,PPS,SK	: 	3.64 	4.39 	5.05 	4.72 	5.38 	5.09 	5.04 	4.64 	4.83 	4.78 	5.64 	5.91 	: 
A,H,PPS,UK	: 	9.11 	9.73 	10.55 	11.01 	11.71 	12.31 	12.62 	13.58 	14.99 	11.03 	11.88 	12.27 	: 
A,I,EUR,AT	: 	20.82 	20.58 	20.98 	22.28 	22.99 	24.02 	24.73 	26.10 	26.91 	27.01 	27.26 	26.15 	25.43 
A,I,EUR,BE	: 	: 	: 	: 	: 	21.33 	22.03 	22.74 	23.34 	25.65 	26.29 	27.27 	28.26 	29.64 
A,I,EUR,BG	: 	: 	: 	1.19 e	1.33 e	1.56 	1.74 	1.83 	1.98 	2.11 	2.17 	2.28 	2.57 	: 
A,I,EUR,CH	: 	: 	: 	: 	: 	30.35 	: 	33.18 	: 	32.44 	: 	33.09 	: 	33.78 
A,I,EUR,CY	: 	8.75 	9.38 	9.58 	9.85 	10.65 	10.98 	11.51 	12.13 	13.20 	14.06 	13.85 	14.51 	15.53 
A,I,EUR,CZ	2.14 	2.74 	3.06 	3.37 	3.58 	4.04 	4.93 	5.89 	6.05 	6.27 	6.94 	7.64 	8.26 	: 
A,I,EUR,DE	: 	22.90 	23.50 	23.70 	24.10 	23.50 	23.70 	24.30 	24.90 	24.70 	25.20 	25.70 	26.10 	: 
A,I,EUR,DK	: 	: 	25.24 	26.48 	26.70 	27.89 	28.33 	28.32 	30.12 	29.67 	31.35 	31.67 	33.34 	: 
A,I,EUR,EE	: 	2.13 	2.42 	2.79 	3.11 	3.44 	3.63 	4.02 	4.20 	4.54 	5.00 	5.69 	7.04 	7.79 
A,I,EUR,EL	11.53 	12.12 	12.70 	12.59 	13.57 	13.92 	14.58 	15.47 	16.40 	: 	: 	: 	: 	: 
A,I,EUR,ES	: 	17.18 	16.48 	16.80 	17.09 	17.14 	15.80 	15.80 	16.43 	16.90 	17.50 	18.02 	18.46 	: 
A,I,EUR,FI	: 	: 	: 	: 	: 	22.97 	24.27 	23.09 	23.69 	24.32 	25.14 	25.84 	26.25 	27.62 
A,I,EUR,FR	: 	18.16 	18.59 	19.16 	19.98 	21.60 	22.75 	23.71 	24.51 	25.30 	27.93 	28.60 	29.58 	30.73 
A,I,EUR,HU	: 	3.02 	3.33 	3.48 	3.71 	4.22 	4.71 	5.63 	5.82 	6.58 	7.26 	7.65 	8.12 	: 
A,I,EUR,IS	: 	: 	: 	: 	19.51 	: 	22.02 	23.44 	24.84 	27.31 	32.31 	31.02 	: 	: 
A,I,EUR,IT	: 	19.29 	20.43 	20.03 	20.19 	21.31 	20.51 	21.07 	21.06 	22.19 	: 	: 	: 	: 
A,I,EUR,LT	: 	1.39 	1.79 	2.08 	2.42 	3.00 	3.34 	3.39 	3.67 	3.85 	4.32 	4.81 	5.76 	: 
A,I,EUR,LU	: 	22.62 e	23.50 e	24.26 e	24.67 e	25.36 e	26.70 e	27.51 e	28.55 e	29.15 e	30.16 	30.79 	31.29 	31.75 
A,I,EUR,LV	: 	: 	2.24 	2.32 	2.48 	2.97 	2.98 	3.15 	3.03 	3.06 	3.36 	3.88 	4.82 	6.06 
A,I,EUR,MT	: 	: 	: 	: 	: 	: 	: 	10.09 	9.84 	10.91 	11.71 	11.10 	11.94 	: 
A,I,EUR,NL	: 	: 	19.38 b	20.20 	20.83 	21.47 	22.91 	23.63 	24.56 	25.67 	26.03 	: 	: 	: 
A,I,EUR,PL	: 	2.95 	3.35 	3.81 	4.22 	4.98 	6.11 	6.25 	5.53 	5.85 	6.22 	6.60 	7.26 	: 
A,I,EUR,PT	: 	11.14 	11.13 	11.10 	11.32 	11.30 	12.30 	13.40 	14.70 	16.00 	16.70 	17.10 	17.53 	17.90 
A,I,EUR,RO	: 	: 	: 	: 	: 	2.02 	2.17 	2.40 	2.33 	2.47 	3.05 	3.51 	4.29 	: 
A,I,EUR,SE	17.89 	20.78 	21.82 	22.13 	22.93 	29.24 	27.65 	29.02 	30.83 	28.15 	28.49 	29.19 	30.33 	: 
A,I,EUR,SI	8.01 	8.30 	8.90 	9.70 	10.16 	10.18 	10.81 	11.37 	11.98 	12.09 	12.29 	12.93 	13.54 	: 
A,I,EUR,SK	: 	2.04 	2.69 	3.18 	3.27 	3.35 	3.15 	3.73 	3.84 	4.04 	4.86 	5.50 	6.68 	: 
A,I,EUR,UK	: 	12.82 	16.65 	18.33 	20.17 	22.45 	22.91 	23.54 	22.25 	24.18 	20.36 	21.20 	22.02 	: 
A,I,NAC,AT	: 	20.33 	20.68 	21.12 	22.28 	22.99 	24.02 	24.73 	26.10 	26.91 	27.01 	27.26 	26.15 	25.43 
A,I,NAC,BE	: 	: 	: 	: 	: 	21.33 	22.03 	22.74 	23.34 	25.65 	26.29 	27.27 	28.26 	29.64 
A,I,NAC,BG	: 	: 	: 	2.35 e	2.60 e	3.05 	3.39 	3.56 	3.85 	4.12 	4.25 	4.46 	5.02 	: 
A,I,NAC,CH	: 	: 	: 	: 	: 	47.29 	: 	48.68 	: 	50.08 	: 	52.05 	: 	53.62 
A,I,NAC,CY	: 	8.85 	9.33 	9.48 	9.74 	10.44 	10.80 	11.31 	12.11 	13.12 	13.86 	13.63 	14.44 	15.53 
A,I,NAC,CZ	74.14 	94.41 	110.02 	121.38 	132.21 	143.98 	168.07 	181.56 	192.53 	199.94 	206.76 	216.46 	229.34 	: 
A,I,NAC,DE	: 	22.36 	23.60 	23.86 	24.10 	23.50 	23.70 	24.30 	24.90 	24.70 	25.20 	25.70 	26.10 	: 
A,I,NAC,DK	: 	: 	188.90 	198.57 	198.51 	207.92 	211.14 	210.40 	223.81 	220.76 	233.63 	236.24 	248.40 	: 
A,I,NAC,EE	: 	2.08 	2.43 	2.81 	3.11 	3.44 	3.63 	4.02 	4.20 	4.54 	5.00 	5.69 	7.04 	7.79 
A,I,NAC,EL	10.25 	10.87 	11.53 	12.22 	12.97 	13.75 	14.58 	15.47 	16.40 	: 	: 	: 	: 	: 
A,I,NAC,ES	: 	16.60 	16.43 	16.88 	17.09 	17.14 	15.80 	15.80 	16.43 	16.90 	17.50 	18.02 	18.46 	: 
A,I,NAC,FI	: 	: 	: 	: 	: 	22.97 	24.27 	23.09 	23.69 	24.32 	25.14 	25.84 	26.25 	27.62 
A,I,NAC,FR	: 	17.97 	18.74 	19.28 	19.98 	21.60 	22.75 	23.71 	24.51 	25.30 	27.93 	28.60 	29.58 	30.73 
A,I,NAC,HU	: 	585.72 	704.32 	837.01 	937.71 	1097.18 	1208.48 	1369.00 	1476.00 	1655.00 	1801.00 	2021.00 	2042.00 	: 
A,I,NAC,IS	: 	: 	: 	: 	1506.00 	: 	1925.28 	2020.00 	2152.00 	2380.00 	2528.00 	2722.00 	: 	: 
A,I,NAC,IT	: 	19.52 	20.36 	20.11 	20.19 	21.31 	20.51 	21.07 	21.06 	22.19 	: 	: 	: 	: 
A,I,NAC,LT	: 	7.06 	8.10 	9.33 	10.30 	11.10 	11.95 	11.73 	12.68 	13.31 	14.90 	16.61 	19.88 	: 
A,I,NAC,LU	: 	22.04 e	23.61 e	24.43 e	24.67 e	25.36 e	26.70 e	27.51 e	28.55 e	29.15 e	30.16 	30.79 	31.29 	31.75 
A,I,NAC,LV	: 	: 	1.48 	1.53 	1.55 	1.66 	1.67 	1.83 	1.94 	2.03 	2.34 	2.70 	3.38 	4.26 
A,I,NAC,MT	: 	: 	: 	: 	: 	: 	: 	9.61 	9.77 	10.88 	11.73 	11.10 	11.94 	: 
A,I,NAC,NL	: 	: 	19.44 	20.35 	20.83 	21.47 	22.91 	23.63 	24.56 	25.67 	26.03 	: 	: 	: 
A,I,NAC,PL	: 	10.11 	12.46 	14.94 	17.84 	19.95 	22.44 	24.09 	24.34 	26.48 	25.01 	25.73 	27.47 	: 
A,I,NAC,PT	: 	10.88 	11.02 	11.17 	11.32 	11.30 	12.30 	13.40 	14.70 	16.00 	16.70 	17.10 	17.53 	17.90 
A,I,NAC,RO	: 	: 	: 	: 	: 	4.02 	5.65 	7.51 	8.75 	10.00 	11.06 	12.39 	14.30 	: 
A,I,NAC,SE	166.96 	176.91 	188.81 	197.32 	201.97 	246.91 	255.94 	265.88 	281.30 	256.84 	264.43 	270.15 	280.52 	: 
A,I,NAC,SI	5.17 	5.95 	6.72 	7.53 	8.24 	8.78 	9.84 	10.72 	11.69 	12.06 	12.29 	12.93 	13.54 	: 
A,I,NAC,SK	: 	2.64 	3.40 	4.17 	4.79 	4.74 	4.53 	5.29 	5.29 	5.37 	6.23 	6.79 	7.49 	: 
A,I,NAC,UK	: 	10.43 	11.53 	12.40 	13.29 	13.68 	14.25 	14.80 	15.40 	16.41 	13.92 	14.45 	15.07 	: 
A,I,PPS,AT	: 	18.61 	19.21 	19.92 	21.25 	22.58 	22.92 	23.91 	25.26 	26.05 	26.32 	26.74 	25.50 	24.12 
A,I,PPS,BE	: 	: 	: 	: 	: 	20.92 	21.35 	22.41 	21.91 	24.03 	24.68 	25.32 	26.30 	26.84 
A,I,PPS,BG	: 	: 	: 	3.18 e	3.51 e	4.04 	4.25 	4.47 	4.85 	5.02 	5.02 	5.08 	5.63 	: 
A,I,PPS,CH	: 	: 	: 	: 	: 	21.30 	: 	22.61 	: 	23.04 	: 	24.58 	: 	26.13 
A,I,PPS,CY	: 	10.13 	10.82 	10.99 	11.27 	12.09 	12.35 	12.91 	13.34 	14.46 	15.55 	15.34 	16.44 	17.49 
A,I,PPS,CZ	5.13 	6.25 	6.90 	7.09 	7.72 	8.42 	9.87 	10.33 	11.08 	11.32 	11.93 	12.45 	13.24 	: 
A,I,PPS,DE	: 	20.05 	21.44 	21.79 	22.47 	22.06 	22.16 	22.79 	23.46 	23.58 	24.37 	25.04 	25.66 	: 
A,I,PPS,DK	: 	: 	19.19 	20.46 	20.31 	21.42 	20.96 	21.16 	21.34 	21.26 	22.31 	22.89 	24.28 	: 
A,I,PPS,EE	: 	4.29 	4.77 	5.16 	5.46 	6.01 	5.95 	6.61 	6.76 	7.20 	7.73 	8.30 	9.60 	10.02 
A,I,PPS,EL	13.90 	14.10 	14.50 	14.69 	15.37 	16.41 	17.72 	19.29 	19.09 	: 	: 	: 	: 	: 
A,I,PPS,ES	: 	18.91 	18.96 	19.64 	19.87 	20.16 	18.51 	18.67 	18.59 	18.58 	19.18 	19.63 	19.88 	: 
A,I,PPS,FI	: 	: 	: 	: 	: 	19.01 	19.45 	18.63 	18.71 	19.64 	20.32 	21.05 	21.95 	22.76 
A,I,PPS,FR	: 	15.49 	16.60 	17.30 	18.28 	20.42 	21.86 	22.91 	22.29 	23.01 	25.78 	26.35 	27.37 	27.45 
A,I,PPS,HU	: 	6.81 	7.17 	7.61 	7.88 	8.58 	8.89 	9.81 	9.99 	10.61 	11.45 	12.61 	12.18 	: 
A,I,PPS,IS	: 	: 	: 	: 	15.40 	: 	17.22 	17.42 	17.93 	19.81 	21.05 	21.44 	: 	: 
A,I,PPS,IT	: 	19.41 	20.50 	20.45 	20.56 	21.86 	20.57 	20.52 	20.32 	21.15 	: 	: 	: 	: 
A,I,PPS,LT	: 	3.81 	4.13 	4.57 	5.16 	5.71 	6.17 	6.26 	7.02 	7.20 	7.86 	8.39 	9.59 	: 
A,I,PPS,LU	: 	20.75 e	22.05 e	23.28 e	23.99 e	25.00 e	25.79 e	26.94 e	27.65 e	28.29 e	26.99 	27.65 	27.26 	27.02 
A,I,PPS,LV	: 	: 	4.70 	4.71 	4.75 	5.05 	5.05 	5.53 	5.56 	5.45 	5.90 	6.38 	7.24 	8.11 
A,I,PPS,MT	: 	: 	: 	: 	: 	: 	: 	13.53 	13.67 	14.91 	16.03 	14.84 	15.82 	: 
A,I,PPS,NL	: 	: 	18.75 	19.77 	20.28 	21.47 	22.25 	22.97 	22.78 	24.18 	24.84 	: 	: 	: 
A,I,PPS,PL	: 	5.83 	6.47 	7.12 	8.14 	8.60 	9.43 	10.21 	10.17 	10.99 	10.17 	10.57 	11.76 	: 
A,I,PPS,PT	: 	13.41 	13.48 	13.22 	13.58 	13.62 	14.58 	15.52 	17.08 	18.31 	19.61 	20.13 	20.46 	20.33 
A,I,PPS,RO	: 	: 	: 	: 	: 	4.75 	5.21 	5.59 	5.37 	5.70 	5.60 	6.10 	6.72 	: 
A,I,PPS,SE	14.22 	15.40 	16.58 	17.42 	18.15 	22.92 	23.07 	23.84 	24.96 	23.18 	23.90 	24.64 	26.23 	: 
A,I,PPS,SI	10.65 	11.42 	12.29 	13.08 	13.70 	13.98 	14.63 	15.28 	15.71 	16.01 	16.15 	16.86 	17.16 	: 
A,I,PPS,SK	: 	5.07 	6.46 	7.58 	8.08 	7.55 	7.25 	8.34 	7.58 	7.36 	8.77 	9.47 	10.56 	: 
A,I,PPS,UK	: 	13.82 	15.48 	16.33 	17.46 	18.71 	19.62 	20.10 	20.64 	22.29 	18.53 	19.17 	19.33 	: 
A,J,EUR,AT	: 	33.26 	32.91 	33.30 	34.68 	34.31 	36.15 	36.58 	39.43 	39.95 	40.35 	43.61 	43.79 	42.66 
A,J,EUR,BE	: 	: 	: 	: 	: 	40.42 	41.99 	43.57 	45.47 	48.29 	48.78 	50.25 	52.77 	54.81 
A,J,EUR,BG	: 	: 	: 	1.56 e	1.97 e	2.31 	2.63 	2.72 	3.07 	3.48 	3.57 	3.77 	4.24 	: 
A,J,EUR,CH	: 	: 	: 	: 	: 	42.20 	: 	47.86 	: 	46.69 	: 	51.36 	: 	55.40 
A,J,EUR,CY	: 	9.80 	10.75 	11.41 	11.80 	12.42 	13.20 	14.03 	15.24 	16.98 	18.74 	19.44 	19.89 	21.77 
A,J,EUR,CZ	3.98 	4.83 	4.75 	5.36 	5.85 	6.88 	8.48 	9.95 	10.72 	11.18 	12.68 	14.30 	15.09 	: 
A,J,EUR,DE	: 	28.70 	29.60 	30.40 	31.50 	33.20 	34.10 	35.50 	36.80 	37.60 	37.40 	37.40 	38.10 	: 
A,J,EUR,DK	: 	: 	30.80 	32.45 	33.20 	34.21 	38.37 	40.47 	41.72 	43.84 	45.43 	47.46 	49.06 	: 
A,J,EUR,EE	: 	3.38 	4.18 	4.84 	5.50 	6.21 	7.12 	8.01 	8.79 	9.06 	9.70 	10.16 	12.83 	14.64 
A,J,EUR,EL	13.30 	14.32 	15.34 	15.57 	17.15 	18.01 	19.31 	20.95 	22.73 	: 	: 	: 	: 	: 
A,J,EUR,ES	: 	26.42 	25.55 	25.37 	25.93 	26.72 	26.69 	27.37 	28.46 	29.80 	31.27 	32.24 	33.45 	: 
A,J,EUR,FI	: 	: 	: 	: 	: 	28.34 	30.88 	27.48 	29.48 	30.00 	30.86 	30.57 	32.17 	33.78 
A,J,EUR,FR	: 	32.62 	33.30 	34.15 	35.49 	38.36 	40.79 	41.84 	42.27 	43.70 	43.84 	45.68 	48.58 	48.98 
A,J,EUR,HU	: 	5.05 	5.83 	6.28 	6.35 	7.57 	8.35 	10.21 	11.20 	12.93 	14.41 	15.54 	15.26 	: 
A,J,EUR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35.39 	: 	: 
A,J,EUR,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	53.03 	: 	: 
A,J,EUR,IT	: 	27.20 	29.22 	28.72 	29.78 	32.16 	33.05 	34.55 	37.23 	37.93 	: 	: 	: 	: 
A,J,EUR,LT	: 	2.49 	3.17 	3.58 	4.41 	4.89 	5.44 	6.24 	6.57 	6.73 	7.26 	8.18 	9.45 	: 
A,J,EUR,LU	: 	37.66 e	38.50 e	39.80 e	40.86 e	42.08 e	44.14 e	46.03 e	48.09 e	53.47 e	55.78 	56.78 	59.05 	61.67 
A,J,EUR,LV	: 	: 	2.96 	3.42 	3.77 	4.77 	5.20 	5.44 	5.44 	5.80 	6.64 	8.16 	9.96 	11.84 
A,J,EUR,MT	: 	: 	: 	: 	: 	: 	: 	12.46 	13.15 	13.71 	14.33 	15.00 	15.43 	: 
A,J,EUR,NL	: 	28.86 	26.56 b	27.87 	29.91 	31.96 	35.72 	39.40 	40.27 	43.00 	44.18 	: 	: 	: 
A,J,EUR,PL	: 	4.43 	5.37 	5.99 	: 	6.66 	8.68 	8.83 	7.93 	7.88 	9.64 	10.49 	11.94 	: 
A,J,EUR,PT	: 	16.90 	17.30 	17.70 	18.50 	19.01 	20.00 	21.00 	22.00 	23.10 	23.70 	24.45 	24.86 	25.74 
A,J,EUR,RO	: 	: 	: 	: 	: 	3.83 	4.27 	4.80 	4.73 	5.28 	6.61 	7.37 	9.00 	: 
A,J,EUR,SE	24.83 	29.20 	29.76 	30.72 	33.05 	42.92 	41.40 	43.29 	45.34 	45.47 	47.37 	48.52 	49.49 	: 
A,J,EUR,SI	10.93 	11.45 	12.16 	13.01 	13.70 	14.34 	15.33 	15.89 	16.58 	16.97 	17.60 	19.90 	21.30 	: 
A,J,EUR,SK	: 	3.87 	4.32 	4.61 	4.17 	4.45 	4.70 	5.96 b	6.27 	7.74 	8.45 	9.80 	11.23 	: 
A,J,EUR,UK	: 	21.85 	30.59 	32.32 	34.52 	40.08 	42.00 	42.32 	39.54 	41.18 	33.47 	34.71 	36.55 	: 
A,J,NAC,AT	: 	32.47 	33.06 	33.53 	34.68 	34.31 	36.15 	36.58 	39.43 	39.95 	40.35 	43.61 	43.79 	42.66 
A,J,NAC,BE	: 	: 	: 	: 	: 	40.42 	41.99 	43.57 	45.47 	48.29 	48.78 	50.25 	52.77 	54.81 
A,J,NAC,BG	: 	: 	: 	3.08 e	3.85 e	4.51 	5.13 	5.31 	5.99 	6.79 	6.99 	7.38 	8.30 	: 
A,J,NAC,CH	: 	: 	: 	: 	: 	65.74 	: 	70.21 	: 	72.08 	: 	80.78 	: 	87.94 
A,J,NAC,CY	: 	9.91 	10.70 	11.29 	11.67 	12.18 	12.99 	13.79 	15.21 	16.88 	18.47 	19.12 	19.80 	21.77 
